"11a7 -- Immigration and emigration by age (5-year), sex and area, 1990-2024"

"Area","Sex","Age","Information","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Savonlinna","Total","Total","Emigration from Finland",31,30,19,21,42,45,52,50,55,37,67,49,46,44,34,53,27,36,29,27,39,18,35,36,39,37,32,45,35,41,33,28,24,23,41
"Savonlinna","Total","Total","Net migration",39,67,119,18,17,30,12,2,10,38,-11,33,14,57,85,80,51,85,63,81,62,123,112,86,53,34,146,34,31,31,75,74,92,217,258
"Savukoski","Total","Total","Immigration to Finland",2,5,2,0,1,0,0,0,2,2,0,2,2,0,2,0,0,0,0,3,1,1,0,0,2,1,1,1,0,0,0,4,9,12,7
"Savukoski","Total","Total","Emigration from Finland",2,1,0,1,1,0,0,0,4,4,0,0,1,1,0,0,0,0,1,0,0,1,2,0,2,0,2,0,0,0,0,0,1,2,0
"Savukoski","Total","Total","Net migration",0,4,2,-1,0,0,0,0,-2,-2,0,2,1,-1,2,0,0,0,-1,3,1,0,-2,0,0,1,-1,1,0,0,0,4,8,10,7
"Seinäjoki","Total","Total","Immigration to Finland",91,100,65,80,62,35,55,40,59,50,53,81,106,71,91,76,101,104,124,138,128,175,190,175,160,114,154,156,138,193,160,207,362,792,663
"Seinäjoki","Total","Total","Emigration from Finland",48,29,31,30,37,34,42,46,53,62,74,60,41,25,52,54,64,48,57,28,35,62,33,52,60,61,79,76,59,59,73,75,64,56,86
"Seinäjoki","Total","Total","Net migration",43,71,34,50,25,1,13,-6,6,-12,-21,21,65,46,39,22,37,56,67,110,93,113,157,123,100,53,75,80,79,134,87,132,298,736,577
"Sievi","Total","Total","Immigration to Finland",2,16,4,7,3,6,3,7,6,3,16,15,13,8,13,19,14,13,8,22,6,11,7,15,6,10,5,5,5,1,1,23,31,48,14
"Sievi","Total","Total","Emigration from Finland",2,8,4,4,4,4,2,3,10,15,18,3,21,12,1,12,8,2,4,3,4,1,6,4,4,1,4,0,6,1,3,1,5,5,5
"Sievi","Total","Total","Net migration",0,8,0,3,-1,2,1,4,-4,-12,-2,12,-8,-4,12,7,6,11,4,19,2,10,1,11,2,9,1,5,-1,0,-2,22,26,43,9
"Siikainen","Total","Total","Immigration to Finland",3,2,2,4,3,2,11,2,1,0,5,0,0,0,0,4,2,6,3,5,0,0,5,3,7,2,1,3,5,1,1,1,2,0,2
"Siikainen","Total","Total","Emigration from Finland",0,0,0,3,1,1,9,4,0,2,1,1,0,2,1,2,0,1,4,3,0,2,0,4,2,0,0,1,0,0,0,0,0,1,1
"Siikainen","Total","Total","Net migration",3,2,2,1,2,1,2,-2,1,-2,4,-1,0,-2,-1,2,2,5,-1,2,0,-2,5,-1,5,2,1,2,5,1,1,1,2,-1,1
"Siikajoki","Total","Total","Immigration to Finland",5,11,1,14,40,23,30,33,42,56,49,48,36,16,26,41,23,69,20,76,67,60,95,78,69,14,67,25,46,40,40,42,33,44,19
"Siikajoki","Total","Total","Emigration from Finland",2,0,4,5,7,1,0,2,2,4,6,4,2,6,18,4,3,0,6,3,6,2,7,7,1,6,3,6,2,1,7,4,5,2,1
"Siikajoki","Total","Total","Net migration",3,11,-3,9,33,22,30,31,40,52,43,44,34,10,8,37,20,69,14,73,61,58,88,71,68,8,64,19,44,39,33,38,28,42,18
"Siikalatva","Total","Total","Immigration to Finland",6,9,9,2,9,3,2,6,7,7,10,10,14,8,7,8,17,18,4,10,13,11,3,9,19,6,4,11,7,4,4,19,16,21,21
"Siikalatva","Total","Total","Emigration from Finland",3,2,2,1,5,2,8,14,7,9,13,12,5,19,8,8,4,9,7,3,5,9,5,2,1,5,2,3,3,2,2,4,5,2,2
"Siikalatva","Total","Total","Net migration",3,7,7,1,4,1,-6,-8,0,-2,-3,-2,9,-11,-1,0,13,9,-3,7,8,2,-2,7,18,1,2,8,4,2,2,15,11,19,19
"Siilinjärvi","Total","Total","Immigration to Finland",9,86,15,23,9,19,15,7,14,15,22,32,27,38,28,15,26,24,33,16,26,23,27,45,27,22,75,89,57,61,78,21,27,179,52
"Siilinjärvi","Total","Total","Emigration from Finland",4,7,9,7,11,10,8,13,12,28,16,23,21,12,22,22,16,8,13,11,10,12,12,22,18,20,16,19,16,18,17,15,17,23,21
"Siilinjärvi","Total","Total","Net migration",5,79,6,16,-2,9,7,-6,2,-13,6,9,6,26,6,-7,10,16,20,5,16,11,15,23,9,2,59,70,41,43,61,6,10,156,31
"Simo","Total","Total","Immigration to Finland",5,5,10,4,1,2,3,6,0,8,6,18,10,10,10,7,7,7,5,7,7,1,4,16,1,2,8,5,5,5,1,6,4,4,4
"Simo","Total","Total","Emigration from Finland",2,5,4,9,1,3,7,6,4,6,4,10,8,9,7,6,8,4,7,0,2,3,2,1,2,5,2,3,1,1,2,5,0,0,3
"Simo","Total","Total","Net migration",3,0,6,-5,0,-1,-4,0,-4,2,2,8,2,1,3,1,-1,3,-2,7,5,-2,2,15,-1,-3,6,2,4,4,-1,1,4,4,1
"Sipoo","Total","Total","Immigration to Finland",59,71,29,31,27,24,39,43,40,42,43,37,48,56,41,71,63,65,67,71,61,51,49,90,117,61,104,111,92,76,109,103,125,214,131
"Sipoo","Total","Total","Emigration from Finland",20,6,23,24,38,25,33,45,30,46,36,63,29,33,29,48,42,57,55,40,56,42,59,45,69,53,75,75,83,56,57,65,74,68,76
"Sipoo","Total","Total","Net migration",39,65,6,7,-11,-1,6,-2,10,-4,7,-26,19,23,12,23,21,8,12,31,5,9,-10,45,48,8,29,36,9,20,52,38,51,146,55
"Siuntio","Total","Total","Immigration to Finland",11,152,15,9,12,3,11,6,3,19,19,19,12,9,25,9,19,28,17,33,71,38,51,58,52,26,48,29,24,28,18,38,15,42,35
"Siuntio","Total","Total","Emigration from Finland",9,7,11,10,13,7,9,2,16,11,22,26,17,4,13,14,17,7,7,9,18,13,23,17,21,26,13,14,18,12,12,25,22,12,19
"Siuntio","Total","Total","Net migration",2,145,4,-1,-1,-4,2,4,-13,8,-3,-7,-5,5,12,-5,2,21,10,24,53,25,28,41,31,0,35,15,6,16,6,13,-7,30,16
"Sodankylä","Total","Total","Immigration to Finland",22,12,22,8,15,24,19,19,10,15,29,50,26,16,31,18,13,10,14,25,17,14,21,41,32,20,16,37,30,25,20,22,30,42,42
"Sodankylä","Total","Total","Emigration from Finland",13,8,11,15,20,7,13,18,19,30,34,34,17,13,11,16,17,17,10,11,3,8,4,10,18,17,21,34,11,7,11,17,6,8,13
"Sodankylä","Total","Total","Net migration",9,4,11,-7,-5,17,6,1,-9,-15,-5,16,9,3,20,2,-4,-7,4,14,14,6,17,31,14,3,-5,3,19,18,9,5,24,34,29
"Soini","Total","Total","Immigration to Finland",9,7,9,11,7,3,0,0,2,0,1,2,1,2,3,1,0,1,5,3,9,1,2,0,1,3,3,2,1,5,4,8,4,0,1
"Soini","Total","Total","Emigration from Finland",2,4,5,2,8,5,3,2,0,3,0,2,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,1,1,0,0,0,0,2
"Soini","Total","Total","Net migration",7,3,4,9,-1,-2,-3,-2,2,-3,1,0,1,2,3,1,0,1,2,0,9,1,-1,0,1,3,3,2,0,4,4,8,4,0,-1
"Somero","Total","Total","Immigration to Finland",10,10,8,7,12,12,8,14,9,19,18,19,17,14,27,20,25,37,28,22,30,29,28,19,35,12,18,17,19,34,16,20,22,171,139
"Somero","Total","Total","Emigration from Finland",4,0,2,3,2,12,3,9,11,9,7,8,5,10,11,13,10,7,10,2,12,5,6,8,7,10,2,10,14,13,3,9,12,5,7
"Somero","Total","Total","Net migration",6,10,6,4,10,0,5,5,-2,10,11,11,12,4,16,7,15,30,18,20,18,24,22,11,28,2,16,7,5,21,13,11,10,166,132
"Sonkajärvi","Total","Total","Immigration to Finland",11,6,15,5,4,5,4,9,7,5,8,6,10,7,5,5,3,7,3,7,5,10,3,26,15,4,2,2,13,2,6,3,5,23,20
"Sonkajärvi","Total","Total","Emigration from Finland",5,3,2,3,3,0,3,2,0,5,5,2,5,3,3,5,1,2,3,1,7,1,2,5,3,3,1,3,5,3,0,0,1,0,2
"Sonkajärvi","Total","Total","Net migration",6,3,13,2,1,5,1,7,7,0,3,4,5,4,2,0,2,5,0,6,-2,9,1,21,12,1,1,-1,8,-1,6,3,4,23,18
"Sotkamo","Total","Total","Immigration to Finland",11,10,11,17,10,6,4,10,7,12,7,19,16,14,28,12,31,21,19,24,30,22,28,36,33,17,15,26,29,40,67,86,83,85,52
"Sotkamo","Total","Total","Emigration from Finland",13,4,3,6,15,5,9,6,4,12,10,5,19,11,8,13,4,7,7,1,7,6,16,10,9,6,8,9,15,20,18,18,7,16,13
"Sotkamo","Total","Total","Net migration",-2,6,8,11,-5,1,-5,4,3,0,-3,14,-3,3,20,-1,27,14,12,23,23,16,12,26,24,11,7,17,14,20,49,68,76,69,39
"Sottunga","Total","Total","Immigration to Finland",0,1,2,0,0,1,0,0,1,1,1,1,2,3,2,2,2,5,2,8,3,0,2,3,4,0,7,3,5,1,9,10,11,3,9
"Sottunga","Total","Total","Emigration from Finland",2,0,0,1,0,1,1,0,1,1,2,2,0,1,0,4,1,1,2,2,6,4,1,1,0,1,0,2,3,2,2,2,6,0,15
"Sottunga","Total","Total","Net migration",-2,1,2,-1,0,0,-1,0,0,0,-1,-1,2,2,2,-2,1,4,0,6,-3,-4,1,2,4,-1,7,1,2,-1,7,8,5,3,-6
"Sulkava","Total","Total","Immigration to Finland",3,2,1,0,1,0,3,0,0,1,8,5,2,3,3,6,3,13,10,4,6,7,6,4,12,3,9,8,4,6,2,2,9,26,13
"Sulkava","Total","Total","Emigration from Finland",0,2,0,0,3,0,0,0,2,1,1,3,3,0,6,2,2,0,1,0,4,0,1,0,4,3,2,6,1,2,1,3,6,0,4
"Sulkava","Total","Total","Net migration",3,0,1,0,-2,0,3,0,-2,0,7,2,-1,3,-3,4,1,13,9,4,2,7,5,4,8,0,7,2,3,4,1,-1,3,26,9
"Sund","Total","Total","Immigration to Finland",12,5,11,4,6,5,6,10,5,9,11,6,14,20,9,12,6,12,16,19,10,29,12,19,17,9,13,34,23,18,17,12,16,8,16
"Sund","Total","Total","Emigration from Finland",3,9,7,12,3,2,4,2,4,10,5,5,8,6,11,13,9,17,8,10,13,14,11,6,7,13,8,13,6,10,12,6,14,9,4
"Sund","Total","Total","Net migration",9,-4,4,-8,3,3,2,8,1,-1,6,1,6,14,-2,-1,-3,-5,8,9,-3,15,1,13,10,-4,5,21,17,8,5,6,2,-1,12
"Suomussalmi","Total","Total","Immigration to Finland",22,26,15,10,12,9,12,8,12,26,27,20,23,27,42,23,21,32,13,12,14,19,20,12,14,15,38,9,13,49,21,37,46,24,54
"Suomussalmi","Total","Total","Emigration from Finland",16,7,3,6,11,8,2,2,5,12,16,26,11,3,8,5,5,5,10,5,12,7,1,12,4,5,3,4,14,4,3,5,1,5,6
"Suomussalmi","Total","Total","Net migration",6,19,12,4,1,1,10,6,7,14,11,-6,12,24,34,18,16,27,3,7,2,12,19,0,10,10,35,5,-1,45,18,32,45,19,48
"Suonenjoki","Total","Total","Immigration to Finland",11,17,10,9,9,6,5,9,7,6,8,11,11,8,15,11,13,24,12,19,20,15,25,21,24,12,15,27,21,18,8,11,7,92,37
"Suonenjoki","Total","Total","Emigration from Finland",4,4,3,3,8,8,6,9,6,6,13,4,7,2,5,6,8,7,5,6,2,3,9,11,16,3,7,11,8,13,5,1,8,4,5
"Suonenjoki","Total","Total","Net migration",7,13,7,6,1,-2,-1,0,1,0,-5,7,4,6,10,5,5,17,7,13,18,12,16,10,8,9,8,16,13,5,3,10,-1,88,32
"Sysmä","Total","Total","Immigration to Finland",11,18,22,9,1,5,4,8,2,9,2,15,3,16,15,15,23,11,7,12,6,8,6,12,6,8,3,7,9,11,5,13,10,26,9
"Sysmä","Total","Total","Emigration from Finland",1,1,3,0,3,1,4,10,3,3,4,1,3,11,7,4,8,5,9,4,3,7,9,4,1,2,4,5,6,1,2,2,6,0,10
"Sysmä","Total","Total","Net migration",10,17,19,9,-2,4,0,-2,-1,6,-2,14,0,5,8,11,15,6,-2,8,3,1,-3,8,5,6,-1,2,3,10,3,11,4,26,-1
"Säkylä","Total","Total","Immigration to Finland",7,11,2,5,9,5,4,4,6,8,3,8,8,4,14,12,9,23,10,4,12,6,16,16,10,8,12,14,11,18,18,19,33,86,44
"Säkylä","Total","Total","Emigration from Finland",2,2,1,5,1,11,5,1,6,4,5,4,7,5,10,3,11,23,9,4,1,4,10,3,4,5,7,8,8,2,7,4,3,13,7
"Säkylä","Total","Total","Net migration",5,9,1,0,8,-6,-1,3,0,4,-2,4,1,-1,4,9,-2,0,1,0,11,2,6,13,6,3,5,6,3,16,11,15,30,73,37
"Taipalsaari","Total","Total","Immigration to Finland",6,12,12,7,9,1,4,15,9,8,18,14,12,5,6,5,9,14,14,6,7,16,22,31,14,13,12,20,8,10,18,10,10,101,19
"Taipalsaari","Total","Total","Emigration from Finland",3,2,6,3,4,2,14,4,16,7,3,1,10,5,6,5,5,7,9,8,6,14,11,5,14,11,10,12,11,3,2,8,4,8,6
"Taipalsaari","Total","Total","Net migration",3,10,6,4,5,-1,-10,11,-7,1,15,13,2,0,0,0,4,7,5,-2,1,2,11,26,0,2,2,8,-3,7,16,2,6,93,13
"Taivalkoski","Total","Total","Immigration to Finland",19,7,10,11,4,4,2,9,7,11,16,23,11,3,9,22,16,10,9,9,7,11,9,6,1,8,2,4,13,15,7,6,4,15,11
"Taivalkoski","Total","Total","Emigration from Finland",7,2,10,4,7,4,4,9,3,4,7,12,7,4,4,1,3,7,10,8,0,1,9,1,3,12,4,2,5,10,1,4,2,2,1
"Taivalkoski","Total","Total","Net migration",12,5,0,7,-3,0,-2,0,4,7,9,11,4,-1,5,21,13,3,-1,1,7,10,0,5,-2,-4,-2,2,8,5,6,2,2,13,10
"Taivassalo","Total","Total","Immigration to Finland",0,9,5,2,2,2,1,0,2,0,1,2,6,3,8,3,7,1,0,5,7,7,7,6,14,2,4,11,6,7,18,5,14,24,17
"Taivassalo","Total","Total","Emigration from Finland",1,4,2,1,1,0,1,7,0,0,7,3,3,1,2,0,1,1,0,0,0,1,1,5,7,2,8,2,0,8,3,2,1,4,3
"Taivassalo","Total","Total","Net migration",-1,5,3,1,1,2,0,-7,2,0,-6,-1,3,2,6,3,6,0,0,5,7,6,6,1,7,0,-4,9,6,-1,15,3,13,20,14
"Tammela","Total","Total","Immigration to Finland",1,1,4,10,0,3,8,1,2,11,4,6,8,8,13,10,15,13,7,11,4,2,11,9,6,6,11,15,5,10,23,13,23,43,30
"Tammela","Total","Total","Emigration from Finland",1,9,0,4,3,12,3,3,1,3,7,3,4,1,5,3,3,4,9,9,9,3,1,3,2,6,7,11,12,5,10,4,13,7,5
"Tammela","Total","Total","Net migration",0,-8,4,6,-3,-9,5,-2,1,8,-3,3,4,7,8,7,12,9,-2,2,-5,-1,10,6,4,0,4,4,-7,5,13,9,10,36,25
"Tampere","Total","Total","Immigration to Finland",539,603,536,570,477,646,689,734,726,866,895,955,885,815,1082,983,1102,1260,1323,1193,1118,1284,1319,1330,1281,1325,1411,1273,1430,1499,1477,1879,3025,3818,3359
"Tampere","Total","Total","Emigration from Finland",241,237,304,247,324,314,388,348,503,453,537,567,533,513,623,655,640,645,774,691,578,666,747,654,749,762,884,815,879,697,797,637,698,693,763
"Tampere","Total","Total","Net migration",298,366,232,323,153,332,301,386,223,413,358,388,352,302,459,328,462,615,549,502,540,618,572,676,532,563,527,458,551,802,680,1242,2327,3125,2596
"Tervo","Total","Total","Immigration to Finland",1,12,0,5,0,3,2,2,3,2,2,2,1,1,4,1,1,4,1,1,5,1,7,3,2,1,4,1,1,1,2,3,7,4,3
"Tervo","Total","Total","Emigration from Finland",0,0,1,4,4,1,3,0,0,0,3,1,3,1,1,1,1,1,2,1,3,2,0,4,1,4,1,5,3,0,0,1,2,0,1
"Tervo","Total","Total","Net migration",1,12,-1,1,-4,2,-1,2,3,2,-1,1,-2,0,3,0,0,3,-1,0,2,-1,7,-1,1,-3,3,-4,-2,1,2,2,5,4,2
"Tervola","Total","Total","Immigration to Finland",6,11,10,4,7,10,6,11,3,8,4,10,10,5,10,4,5,11,13,11,20,7,7,9,6,3,10,26,19,10,4,25,24,8,32
"Tervola","Total","Total","Emigration from Finland",5,4,1,9,2,9,0,4,1,4,10,3,10,19,10,1,5,2,8,4,5,5,4,3,4,3,2,3,4,6,2,7,4,3,7
"Tervola","Total","Total","Net migration",1,7,9,-5,5,1,6,7,2,4,-6,7,0,-14,0,3,0,9,5,7,15,2,3,6,2,0,8,23,15,4,2,18,20,5,25
"Teuva","Total","Total","Immigration to Finland",3,23,6,7,3,3,2,7,3,10,3,5,2,5,8,11,7,11,3,8,6,5,3,16,9,5,2,3,4,4,4,13,13,13,8
"Teuva","Total","Total","Emigration from Finland",6,0,6,4,8,3,6,7,1,2,7,4,4,5,7,3,7,1,0,0,3,2,2,3,2,1,3,5,6,3,3,1,5,8,1
"Teuva","Total","Total","Net migration",-3,23,0,3,-5,0,-4,0,2,8,-4,1,-2,0,1,8,0,10,3,8,3,3,1,13,7,4,-1,-2,-2,1,1,12,8,5,7
"Tohmajärvi","Total","Total","Immigration to Finland",6,17,5,6,5,5,19,15,8,20,14,15,21,20,26,30,31,34,47,21,16,13,13,23,14,15,13,12,9,11,13,8,13,28,30
"Tohmajärvi","Total","Total","Emigration from Finland",2,2,2,4,2,2,2,3,0,4,7,2,2,3,6,12,3,8,4,4,7,6,2,3,4,8,8,9,11,7,5,3,3,6,3
"Tohmajärvi","Total","Total","Net migration",4,15,3,2,3,3,17,12,8,16,7,13,19,17,20,18,28,26,43,17,9,7,11,20,10,7,5,3,-2,4,8,5,10,22,27
"Toholampi","Total","Total","Immigration to Finland",6,9,10,8,5,0,1,3,1,2,6,13,0,9,12,6,3,11,5,5,4,5,9,9,8,1,1,11,3,15,5,8,6,9,6
"Toholampi","Total","Total","Emigration from Finland",4,2,1,10,2,3,7,5,0,15,7,1,11,16,5,7,0,3,5,0,2,3,3,3,5,4,5,2,3,4,1,5,2,1,2
"Toholampi","Total","Total","Net migration",2,7,9,-2,3,-3,-6,-2,1,-13,-1,12,-11,-7,7,-1,3,8,0,5,2,2,6,6,3,-3,-4,9,0,11,4,3,4,8,4
"Toivakka","Total","Total","Immigration to Finland",3,10,6,1,0,5,1,2,5,1,7,3,1,3,3,7,3,4,4,4,2,1,4,5,2,4,3,3,5,2,1,6,6,6,7
"Toivakka","Total","Total","Emigration from Finland",2,1,3,0,1,6,4,7,4,6,1,1,2,1,3,2,4,0,1,0,2,1,8,1,2,4,1,1,1,1,0,7,0,2,2
"Toivakka","Total","Total","Net migration",1,9,3,1,-1,-1,-3,-5,1,-5,6,2,-1,2,0,5,-1,4,3,4,0,0,-4,4,0,0,2,2,4,1,1,-1,6,4,5
"Tornio","Total","Total","Immigration to Finland",189,124,111,128,92,92,115,146,113,124,129,131,148,130,189,194,201,157,208,164,184,197,167,167,142,132,195,154,150,133,114,152,126,142,251
"Tornio","Total","Total","Emigration from Finland",144,101,89,105,90,95,84,137,125,139,159,192,205,170,174,132,106,114,111,118,76,107,105,89,96,85,88,75,77,113,82,72,81,66,78
"Tornio","Total","Total","Net migration",45,23,22,23,2,-3,31,9,-12,-15,-30,-61,-57,-40,15,62,95,43,97,46,108,90,62,78,46,47,107,79,73,20,32,80,45,76,173
"Turku","Total","Total","Immigration to Finland",684,825,731,765,632,659,708,814,936,753,904,1012,913,842,952,961,1070,1128,1147,977,1231,1224,1443,1451,1523,1397,1639,1478,1465,1360,1552,1825,2568,3822,3578
"Turku","Total","Total","Emigration from Finland",296,261,259,257,436,404,454,457,453,486,752,593,538,589,668,639,622,575,566,511,560,556,673,636,794,710,845,848,927,837,703,665,703,687,728
"Turku","Total","Total","Net migration",388,564,472,508,196,255,254,357,483,267,152,419,375,253,284,322,448,553,581,466,671,668,770,815,729,687,794,630,538,523,849,1160,1865,3135,2850
"Tuusniemi","Total","Total","Immigration to Finland",2,17,5,24,0,3,1,4,0,0,5,1,3,4,3,4,3,2,4,5,8,2,3,4,7,1,7,2,4,3,1,8,5,9,8
"Tuusniemi","Total","Total","Emigration from Finland",3,1,0,4,0,7,1,0,1,2,4,2,4,3,0,4,2,0,0,1,1,0,0,3,4,0,0,2,5,1,2,2,1,8,2
"Tuusniemi","Total","Total","Net migration",-1,16,5,20,0,-4,0,4,-1,-2,1,-1,-1,1,3,0,1,2,4,4,7,2,3,1,3,1,7,0,-1,2,-1,6,4,1,6
"Tuusula","Total","Total","Immigration to Finland",62,69,47,52,36,49,37,38,72,54,73,57,83,76,72,97,93,99,83,94,90,134,151,150,116,132,125,138,152,150,132,153,173,344,247
"Tuusula","Total","Total","Emigration from Finland",28,21,16,24,34,36,33,30,40,58,54,61,43,65,64,57,47,58,46,55,43,68,50,71,76,68,100,84,62,99,94,73,105,73,133
"Tuusula","Total","Total","Net migration",34,48,31,28,2,13,4,8,32,-4,19,-4,40,11,8,40,46,41,37,39,47,66,101,79,40,64,25,54,90,51,38,80,68,271,114
"Tyrnävä","Total","Total","Immigration to Finland",5,15,4,4,3,4,15,5,5,9,8,3,16,16,8,4,7,15,9,9,2,5,6,6,14,4,5,12,1,2,7,14,9,16,5
"Tyrnävä","Total","Total","Emigration from Finland",7,4,5,4,1,2,0,2,9,10,2,19,6,15,4,0,13,3,11,2,2,5,0,5,7,12,1,8,2,14,3,0,11,1,5
"Tyrnävä","Total","Total","Net migration",-2,11,-1,0,2,2,15,3,-4,-1,6,-16,10,1,4,4,-6,12,-2,7,0,0,6,1,7,-8,4,4,-1,-12,4,14,-2,15,0
"Ulvila","Total","Total","Immigration to Finland",8,24,20,7,9,17,11,10,26,13,23,22,12,19,8,18,23,14,20,18,15,18,28,27,35,25,14,23,14,2,8,15,25,85,71
"Ulvila","Total","Total","Emigration from Finland",7,1,10,8,17,10,24,14,3,25,18,20,6,14,11,11,6,7,11,4,7,6,8,14,13,13,10,12,8,9,9,14,10,13,6
"Ulvila","Total","Total","Net migration",1,23,10,-1,-8,7,-13,-4,23,-12,5,2,6,5,-3,7,17,7,9,14,8,12,20,13,22,12,4,11,6,-7,-1,1,15,72,65
"Urjala","Total","Total","Immigration to Finland",5,11,14,2,2,4,7,6,3,5,8,19,7,22,32,20,24,21,27,15,27,11,11,17,12,10,10,26,7,17,7,12,8,35,18
"Urjala","Total","Total","Emigration from Finland",6,0,13,2,1,2,13,7,9,7,4,5,2,5,11,11,5,9,12,12,10,7,4,4,3,1,4,4,4,9,7,5,12,7,7
"Urjala","Total","Total","Net migration",-1,11,1,0,1,2,-6,-1,-6,-2,4,14,5,17,21,9,19,12,15,3,17,4,7,13,9,9,6,22,3,8,0,7,-4,28,11
"Utajärvi","Total","Total","Immigration to Finland",4,4,2,1,3,5,3,4,1,7,6,3,7,5,10,8,4,0,3,4,8,3,1,6,7,5,32,18,24,10,10,15,3,36,4
"Utajärvi","Total","Total","Emigration from Finland",0,3,3,1,2,2,3,3,1,3,1,6,2,6,4,2,2,1,2,1,1,0,0,3,0,3,2,4,0,0,1,0,0,2,5
"Utajärvi","Total","Total","Net migration",4,1,-1,0,1,3,0,1,0,4,5,-3,5,-1,6,6,2,-1,1,3,7,3,1,3,7,2,30,14,24,10,9,15,3,34,-1
"Utsjoki","Total","Total","Immigration to Finland",17,6,4,14,8,4,15,6,9,15,28,29,15,10,16,9,15,9,13,7,12,17,19,10,4,4,2,10,9,10,9,6,3,8,6
"Utsjoki","Total","Total","Emigration from Finland",2,7,4,8,19,11,14,26,44,24,34,15,18,17,13,8,12,9,15,14,11,4,13,7,10,4,8,5,9,8,2,7,9,7,8
"Utsjoki","Total","Total","Net migration",15,-1,0,6,-11,-7,1,-20,-35,-9,-6,14,-3,-7,3,1,3,0,-2,-7,1,13,6,3,-6,0,-6,5,0,2,7,-1,-6,1,-2
"Uurainen","Total","Total","Immigration to Finland",4,7,5,0,8,0,2,6,1,1,3,1,0,2,4,0,8,5,11,1,3,5,4,0,0,2,5,2,2,2,2,8,4,26,4
"Uurainen","Total","Total","Emigration from Finland",2,2,0,0,0,0,1,3,2,4,2,2,2,5,3,3,0,0,0,5,2,0,2,2,1,1,0,2,2,1,4,0,0,1,5
"Uurainen","Total","Total","Net migration",2,5,5,0,8,0,1,3,-1,-3,1,-1,-2,-3,1,-3,8,5,11,-4,1,5,2,-2,-1,1,5,0,0,1,-2,8,4,25,-1
"Uusikaupunki","Total","Total","Immigration to Finland",31,39,27,11,31,16,35,21,22,8,22,18,19,18,25,22,19,32,22,30,28,33,49,27,36,68,49,55,67,130,118,113,145,201,191
"Uusikaupunki","Total","Total","Emigration from Finland",26,17,31,32,10,21,16,12,14,24,16,16,23,14,12,14,13,18,14,16,22,15,13,15,27,30,26,21,25,23,26,27,28,18,33
"Uusikaupunki","Total","Total","Net migration",5,22,-4,-21,21,-5,19,9,8,-16,6,2,-4,4,13,8,6,14,8,14,6,18,36,12,9,38,23,34,42,107,92,86,117,183,158
"Vaala","Total","Total","Immigration to Finland",5,12,4,1,9,10,7,4,5,6,8,5,6,3,8,6,4,12,12,12,7,9,9,3,0,2,1,8,2,5,2,2,11,29,4
"Vaala","Total","Total","Emigration from Finland",4,0,1,1,2,0,1,2,3,13,11,6,8,9,1,2,3,5,8,3,2,7,5,3,4,1,3,3,0,0,1,3,5,1,5
"Vaala","Total","Total","Net migration",1,12,3,0,7,10,6,2,2,-7,-3,-1,-2,-6,7,4,1,7,4,9,5,2,4,0,-4,1,-2,5,2,5,1,-1,6,28,-1
"Vaasa","Total","Total","Immigration to Finland",299,287,276,300,213,251,244,301,263,302,312,403,402,373,514,505,518,509,652,557,529,627,675,741,687,658,607,639,593,569,443,708,878,1718,1886
"Vaasa","Total","Total","Emigration from Finland",138,140,132,130,208,219,175,198,230,236,254,251,212,196,297,188,202,221,246,187,241,235,490,209,255,302,449,329,351,317,271,221,218,289,235
"Vaasa","Total","Total","Net migration",161,147,144,170,5,32,69,103,33,66,58,152,190,177,217,317,316,288,406,370,288,392,185,532,432,356,158,310,242,252,172,487,660,1429,1651
"Valkeakoski","Total","Total","Immigration to Finland",15,19,25,44,25,26,31,15,24,33,34,45,44,37,50,55,71,56,102,83,73,131,122,99,84,92,109,37,61,94,68,99,144,323,356
"Valkeakoski","Total","Total","Emigration from Finland",48,33,20,26,23,29,41,39,15,35,18,23,27,35,30,29,51,28,35,32,28,34,28,25,24,22,34,54,47,41,52,17,30,33,38
"Valkeakoski","Total","Total","Net migration",-33,-14,5,18,2,-3,-10,-24,9,-2,16,22,17,2,20,26,20,28,67,51,45,97,94,74,60,70,75,-17,14,53,16,82,114,290,318
"Vantaa","Total","Total","Immigration to Finland",559,698,529,499,449,514,638,732,673,576,715,843,958,905,852,1052,956,1259,1358,1484,1480,1539,1965,2596,2264,2144,2356,2272,2420,2499,2620,3034,4630,5795,4876
"Vantaa","Total","Total","Emigration from Finland",190,195,227,229,418,520,425,468,414,467,630,520,449,479,644,539,671,516,441,782,525,538,794,650,873,841,832,883,1022,1009,984,858,1049,1004,1274
"Vantaa","Total","Total","Net migration",369,503,302,270,31,-6,213,264,259,109,85,323,509,426,208,513,285,743,917,702,955,1001,1171,1946,1391,1303,1524,1389,1398,1490,1636,2176,3581,4791,3602
"Varkaus","Total","Total","Immigration to Finland",42,52,34,31,19,14,29,27,28,38,31,54,51,30,49,20,50,50,117,67,85,111,89,63,52,49,93,43,48,73,67,44,44,311,327
